channel,icbp_customer,fisc_yr_pd,bu,Sku,velocity,ea_cs,ea_gr,si_kg
MODERNO,WT,2019007,CEREAL,20031.0,B-Regular,28.0,464.9964285714285,14960.031
MODERNO,WT,2019007,CEREAL,20043.0,C-Regular,20.0,775.01,1147.0230000000001
MODERNO,WT,2019007,CEREAL,20045.0,A,10.0,529.98,479258.11899999995
MODERNO,WT,2019007,CEREAL,20073.0,B-Regular,21.0,299.9952380952381,13532.411000000006
MODERNO,WT,2019007,CEREAL,20076.0,A,21.0,430.0047619047619,45812.079000000005
MODERNO,WT,2019007,CEREAL,20085.0,C-Regular,24.0,309.9916666666667,16635.612
MODERNO,WT,2019007,CEREAL,20089.0,A,24.0,370.00000000000006,35573.546
MODERNO,WT,2019007,CEREAL,20111.0,C-Regular,24.0,424.9958333333333,2244.001
MODERNO,WT,2019007,CEREAL,20112.0,C-Regular,24.0,409.99166666666673,4221.315
MODERNO,WT,2019007,CEREAL,20135.0,C-Regular,24.0,340.00416666666666,15455.435
MODERNO,WT,2019007,CEREAL,20138.0,B-Regular,24.0,399.99166666666673,31737.361000000004
MODERNO,WT,2019007,CEREAL,20156.0,A,16.0,650.0,87974.214
MODERNO,WT,2019007,CEREAL,20177.0,C-Regular,24.0,379.9958333333333,6840.01
MODERNO,WT,2019007,OTHERS,10706.0,A,27.0,251.74444444444444,5763.986999999999
MODERNO,WT,2019007,OTHERS,10821.0,A,27.0,253.00370370370374,4426.599
MODERNO,WT,2019007,SALTY,80000.0,A,14.0,123.99285714285715,940.866
MODERNO,WT,2019007,SALTY,80007.0,A,14.0,123.99285714285715,786.372
MODERNO,WT,2019007,SALTY,80014.0,A,14.0,123.99285714285715,723.88
MODERNO,WT,2019007,SALTY,80024.0,A,12.0,37.00833333333333,4232.893
MODERNO,WT,2019007,SALTY,80025.0,A,12.0,39.99166666666667,3609.8509999999997
MODERNO,WT,2019007,SALTY,80026.0,A,12.0,39.99166666666667,3394.851000000001
MODERNO,WT,2019007,SALTY,85000.0,B,1.0,36456.1,4119.585
MODERNO,WT,2019007,W SNACKS,11838.0,A,12.0,399.99166666666673,3047.9840000000004
MODERNO,WT,2019007,W SNACKS,11847.0,A,12.0,415.9833333333333,6010.169
MODERNO,WT,2019007,W SNACKS,11853.0,A,12.0,415.9833333333333,2021.701
MODERNO,WT,2019007,W SNACKS,11916.0,A,12.0,415.9833333333333,2026.689
MODERNO,WT,2019007,W SNACKS,12132.0,A,12.0,415.9833333333333,3444.3720000000008
MODERNO,WT,2019007,W SNACKS,12133.0,B-Regular,12.0,397.00833333333327,2453.518
MODERNO,WT,2019007,W SNACKS,60000.0,A,240.0,19.0,4449.879000000001
MODERNO,WT,2019007,W SNACKS,60007.0,C-Regular,48.0,147.98333333333332,332.0730000000001
MODERNO,WT,2019007,W SNACKS,60015.0,A,240.0,18.000000000000004,5164.541000000001
MODERNO,WT,2019007,W SNACKS,60020.0,C-Regular,48.0,147.98333333333332,117.20600000000002
MODERNO,WT,2019007,W SNACKS,60039.0,C-Regular,240.0,20.999583333333334,3344.0139999999997
MODERNO,WT,2019007,W SNACKS,60055.0,C-Regular,48.0,147.98333333333332,227.301
MODERNO,WT,2019007,W SNACKS,60057.0,B-Regular,60.0,100.01666666666664,474.086
MODERNO,WT,2019007,W SNACKS,60058.0,B-Regular,60.0,100.01666666666664,508.88800000000003
MODERNO,WT,2019007,W SNACKS,60059.0,A,120.0,21.99916666666667,14145.212
MODERNO,WT,2019007,W SNACKS,60063.0,C-Regular,12.0,100.01666666666664,0.0
MODERNO,WT,2019007,W SNACKS,60065.0,C-Regular,12.0,100.01666666666664,0.0
MODERNO,WT,2019007,W SNACKS,65000.0,A,120.0,39.99916666666667,4363.17
MODERNO,WT,2019007,W SNACKS,65002.0,A,120.0,37.00166666666667,7219.861000000001
MODERNO,WT,2019007,W SNACKS,65004.0,B-Regular,120.0,37.00166666666667,1833.8250000000005
MODERNO,WT,2019007,W SNACKS,65005.0,A,120.0,39.99916666666667,5231.972
MODERNO,WT,2019007,W SNACKS,65007.0,A,60.0,32.99833333333333,12839.978000000001
MODERNO,WT,2019007,W SNACKS,65013.0,A,240.0,24.000833333333336,5165.917000000001
MODERNO,WT,2019007,W SNACKS,65016.0,A,84.0,21.99861111111111,4930.955
MODERNO,WT,2019007,W SNACKS,65018.0,A,78.0,91.99652777777779,4658.0779999999995
MODERNO,WT,2019007,W SNACKS,65020.0,A,12.0,107.99166666666666,8223.951000000001
MODERNO,WT,2019007,W SNACKS,65021.0,A,12.0,107.99166666666666,5759.097
MODERNO,WT,2019008,CEREAL,10001.0,C-Regular,50.0,30.0,27818.34
MODERNO,WT,2019008,CEREAL,10006.0,B-Regular,14.0,125.0,8576.646
MODERNO,WT,2019008,CEREAL,10015.0,A,21.0,490.00952380952384,29800.71000000001
MODERNO,WT,2019008,CEREAL,10018.0,A,14.0,800.007142857143,1209657.125
MODERNO,WT,2019008,CEREAL,10072.0,B-Regular,8.0,590.0125,0.0
MODERNO,WT,2019008,CEREAL,10200.0,B-Regular,50.0,38.002,32245.00200000001
MODERNO,WT,2019008,CEREAL,10218.0,A,24.0,690.0083333333333,718370.744
MODERNO,WT,2019008,CEREAL,10233.0,B-Regular,21.0,450.00476190476195,22784.526
MODERNO,WT,2019008,CEREAL,10246.0,C-Regular,14.0,90.00714285714285,4076.394
MODERNO,WT,2019008,CEREAL,10300.0,C-Regular,50.0,35.0,19249.747
MODERNO,WT,2019008,CEREAL,10302.0,C-Regular,28.0,260.0071428571428,6188.198
MODERNO,WT,2019008,CEREAL,10304.0,B-Regular,24.0,700.0083333333333,16615.525999999998
MODERNO,WT,2019008,CEREAL,10400.0,C-Regular,50.0,30.0,22890.692000000006
MODERNO,WT,2019008,CEREAL,10403.0,C-Regular,14.0,99.98571428571428,0.0
MODERNO,WT,2019008,CEREAL,10408.0,A,24.0,530.0041666666667,171562.848
MODERNO,WT,2019008,CEREAL,10500.0,C-Regular,50.0,24.992,27656.22
MODERNO,WT,2019008,CEREAL,10503.0,C-Regular,14.0,90.00714285714285,7234.1900000000005
MODERNO,WT,2019008,CEREAL,10505.0,C-Regular,28.0,179.9964285714286,5942.064
MODERNO,WT,2019008,CEREAL,10509.0,A,24.0,450.0,198828.474
MODERNO,WT,2019008,CEREAL,10713.0,C-Regular,12.0,310.975,20912.683
MODERNO,WT,2019008,CEREAL,10837.0,C-Regular,52.0,159.99615384615387,0.0
MODERNO,WT,2019008,CEREAL,10838.0,B-Regular,36.0,349.9972222222222,10281.606
MODERNO,WT,2019008,CEREAL,20002.0,B-Regular,21.0,490.00952380952384,10804.819
MODERNO,WT,2019008,CEREAL,20004.0,C-Regular,50.0,35.0,0.0
MODERNO,WT,2019008,CEREAL,20016.0,B-Regular,24.0,620.0041666666667,21204.362999999998
MODERNO,WT,2019008,CEREAL,20030.0,C-Regular,21.0,454.9952380952381,8131.316999999999
MODERNO,WT,2019008,CEREAL,20031.0,B-Regular,28.0,464.9964285714285,8658.325
MODERNO,WT,2019008,CEREAL,20043.0,C-Regular,20.0,775.01,1209.021
MODERNO,WT,2019008,CEREAL,20045.0,A,10.0,529.98,659709.5020000001
MODERNO,WT,2019008,CEREAL,20073.0,B-Regular,21.0,299.9952380952381,14697.912
MODERNO,WT,2019008,CEREAL,20076.0,A,21.0,430.0047619047619,64625.55299999999
MODERNO,WT,2019008,CEREAL,20085.0,C-Regular,24.0,309.9916666666667,863.028
MODERNO,WT,2019008,CEREAL,20089.0,A,24.0,370.00000000000006,42020.484000000004
MODERNO,WT,2019008,CEREAL,20111.0,C-Regular,24.0,424.9958333333333,2203.2
MODERNO,WT,2019008,CEREAL,20112.0,C-Regular,24.0,409.99166666666673,5047.866
MODERNO,WT,2019008,CEREAL,20135.0,C-Regular,24.0,340.00416666666666,26716.529
MODERNO,WT,2019008,CEREAL,20138.0,B-Regular,24.0,399.99166666666673,56505.17200000001
MODERNO,WT,2019008,CEREAL,20156.0,A,12.0,650.0,112289.58
MODERNO,WT,2019008,CEREAL,20177.0,C-Regular,24.0,379.9958333333333,20018.435
MODERNO,WT,2019008,OTHERS,10706.0,A,27.0,251.74444444444444,4703.624
MODERNO,WT,2019008,OTHERS,10821.0,A,27.0,253.00370370370374,3463.403
MODERNO,WT,2019008,SALTY,80000.0,A,14.0,123.99285714285715,1220.348
MODERNO,WT,2019008,SALTY,80007.0,A,14.0,123.99285714285715,800.258
MODERNO,WT,2019008,SALTY,80014.0,A,14.0,123.99285714285715,781.168
MODERNO,WT,2019008,SALTY,80024.0,A,12.0,37.00833333333333,2588.9339999999997
MODERNO,WT,2019008,SALTY,80025.0,A,12.0,39.99166666666667,1368.2120000000002
MODERNO,WT,2019008,SALTY,80026.0,A,12.0,39.99166666666667,2360.656
MODERNO,WT,2019008,SALTY,85000.0,B,1.0,36456.1,0.0
MODERNO,WT,2019008,W SNACKS,11838.0,A,12.0,399.99166666666673,2020.793
MODERNO,WT,2019008,W SNACKS,11847.0,A,12.0,415.9833333333333,6115.002999999999
MODERNO,WT,2019008,W SNACKS,11853.0,A,12.0,415.9833333333333,1517.527
MODERNO,WT,2019008,W SNACKS,11916.0,A,12.0,415.9833333333333,2376.118
MODERNO,WT,2019008,W SNACKS,12132.0,A,12.0,415.9833333333333,3654.027
MODERNO,WT,2019008,W SNACKS,12133.0,B-Regular,12.0,397.00833333333327,1786.5420000000001
MODERNO,WT,2019008,W SNACKS,60000.0,A,240.0,19.0,2850.8010000000004
MODERNO,WT,2019008,W SNACKS,60007.0,C-Regular,48.0,147.98333333333332,353.392
MODERNO,WT,2019008,W SNACKS,60015.0,A,140.0,71.99875000000002,4338.757
MODERNO,WT,2019008,W SNACKS,60020.0,C-Regular,48.0,147.98333333333332,266.36999999999995
MODERNO,WT,2019008,W SNACKS,60039.0,C-Regular,240.0,20.999583333333334,1889.1499999999996
MODERNO,WT,2019008,W SNACKS,60055.0,C-Regular,48.0,147.98333333333332,468.81699999999995
MODERNO,WT,2019008,W SNACKS,60057.0,B-Regular,60.0,100.01666666666664,1010.5860000000004
MODERNO,WT,2019008,W SNACKS,60058.0,B-Regular,60.0,100.01666666666664,320.4530000000001
MODERNO,WT,2019008,W SNACKS,60059.0,A,80.0,49.498333333333335,4932.721
MODERNO,WT,2019008,W SNACKS,60063.0,C-Regular,12.0,110.0,1500.8039999999994
MODERNO,WT,2019008,W SNACKS,60065.0,C-Regular,12.0,100.01666666666664,0.0
MODERNO,WT,2019008,W SNACKS,65000.0,A,120.0,39.99916666666667,2438.389
MODERNO,WT,2019008,W SNACKS,65002.0,A,120.0,37.00166666666667,3188.1020000000008
MODERNO,WT,2019008,W SNACKS,65004.0,B-Regular,120.0,37.00166666666667,812.568
MODERNO,WT,2019008,W SNACKS,65005.0,A,120.0,39.99916666666667,3307.1820000000002
MODERNO,WT,2019008,W SNACKS,65007.0,A,60.0,32.99833333333333,8765.244
MODERNO,WT,2019008,W SNACKS,65013.0,A,240.0,24.000833333333336,2164.871
MODERNO,WT,2019008,W SNACKS,65016.0,A,84.0,21.99861111111111,1652.8940000000002
MODERNO,WT,2019008,W SNACKS,65018.0,A,78.0,91.99652777777779,1855.8890000000001
MODERNO,WT,2019008,W SNACKS,65020.0,A,12.0,107.99166666666666,3212.6
MODERNO,WT,2019008,W SNACKS,65021.0,A,12.0,107.99166666666666,2247.143
MODERNO,WT,2019009,CEREAL,10001.0,C-Regular,50.0,30.0,18437.06
MODERNO,WT,2019009,CEREAL,10006.0,B-Regular,14.0,125.0,14164.338
MODERNO,WT,2019009,CEREAL,10015.0,A,21.0,490.00952380952384,22247.639000000006
MODERNO,WT,2019009,CEREAL,10018.0,A,14.0,800.007142857143,1560320.4600000002
MODERNO,WT,2019009,CEREAL,10072.0,B-Regular,8.0,590.0125,0.0
MODERNO,WT,2019009,CEREAL,10200.0,B-Regular,50.0,38.002,33668.177
MODERNO,WT,2019009,CEREAL,10218.0,A,24.0,690.0083333333333,364615.08199999994
MODERNO,WT,2019009,CEREAL,10233.0,B-Regular,21.0,450.00476190476195,11510.391
MODERNO,WT,2019009,CEREAL,10246.0,C-Regular,14.0,90.00714285714285,8774.021999999999
MODERNO,WT,2019009,CEREAL,10300.0,C-Regular,50.0,35.0,15956.285
MODERNO,WT,2019009,CEREAL,10302.0,C-Regular,28.0,260.0071428571428,9952.079000000002
MODERNO,WT,2019009,CEREAL,10304.0,B-Regular,24.0,700.0083333333333,17472.343
MODERNO,WT,2019009,CEREAL,10400.0,C-Regular,50.0,30.0,14365.934
MODERNO,WT,2019009,CEREAL,10403.0,C-Regular,14.0,99.98571428571428,0.0
MODERNO,WT,2019009,CEREAL,10408.0,A,17.0,600.0008333333334,140680.523
MODERNO,WT,2019009,CEREAL,10500.0,C-Regular,50.0,24.992,22116.48
MODERNO,WT,2019009,CEREAL,10503.0,C-Regular,14.0,90.00714285714285,9434.304
MODERNO,WT,2019009,CEREAL,10505.0,C-Regular,28.0,179.9964285714286,9560.725000000002
MODERNO,WT,2019009,CEREAL,10509.0,A,24.0,439.99375,161634.793
MODERNO,WT,2019009,CEREAL,10713.0,C-Regular,12.0,310.975,25159.407000000003
MODERNO,WT,2019009,CEREAL,10838.0,B-Regular,36.0,349.9972222222222,12675.601999999999
MODERNO,WT,2019009,CEREAL,20002.0,B-Regular,21.0,490.00952380952384,29512.593
MODERNO,WT,2019009,CEREAL,20004.0,C-Regular,50.0,35.0,0.0
MODERNO,WT,2019009,CEREAL,20016.0,B-Regular,24.0,620.0041666666667,29507.533
MODERNO,WT,2019009,CEREAL,20030.0,C-Regular,21.0,454.9952380952381,9851.219
MODERNO,WT,2019009,CEREAL,20031.0,B-Regular,28.0,464.9964285714285,13085.139
MODERNO,WT,2019009,CEREAL,20043.0,C-Regular,20.0,775.01,1627.53
MODERNO,WT,2019009,CEREAL,20045.0,A,10.0,529.9937500000002,341234.671
MODERNO,WT,2019009,CEREAL,20073.0,B-Regular,21.0,299.9952380952381,19372.517
MODERNO,WT,2019009,CEREAL,20076.0,A,21.0,420.0047619047619,114724.263
MODERNO,WT,2019009,CEREAL,20085.0,C-Regular,24.0,309.9916666666667,0.0
MODERNO,WT,2019009,CEREAL,20089.0,A,24.0,370.00000000000006,41070.32
MODERNO,WT,2019009,CEREAL,20111.0,C-Regular,24.0,424.9958333333333,1846.195
MODERNO,WT,2019009,CEREAL,20112.0,C-Regular,24.0,409.99166666666673,5146.265
MODERNO,WT,2019009,CEREAL,20135.0,C-Regular,24.0,340.00416666666666,27654.95
MODERNO,WT,2019009,CEREAL,20138.0,B-Regular,24.0,399.99166666666673,55468.39000000001
MODERNO,WT,2019009,CEREAL,20156.0,A,16.0,650.0,135460.946
MODERNO,WT,2019009,CEREAL,20177.0,C-Regular,24.0,379.9958333333333,15339.864
MODERNO,WT,2019009,OTHERS,10706.0,A,27.0,251.74444444444444,6606.828
MODERNO,WT,2019009,OTHERS,10821.0,A,27.0,253.00370370370374,5007.248
MODERNO,WT,2019009,SALTY,80000.0,A,14.0,123.99285714285715,3388.506
MODERNO,WT,2019009,SALTY,80007.0,A,14.0,123.99285714285715,2432.018
MODERNO,WT,2019009,SALTY,80014.0,A,14.0,123.99285714285715,2234.123
MODERNO,WT,2019009,SALTY,80024.0,A,12.0,37.00833333333333,1822.472
MODERNO,WT,2019009,SALTY,80025.0,A,12.0,39.99166666666667,1597.126
MODERNO,WT,2019009,SALTY,80026.0,A,12.0,39.99166666666667,1041.3909999999996
MODERNO,WT,2019009,W SNACKS,11838.0,A,12.0,399.99166666666673,4329.585
MODERNO,WT,2019009,W SNACKS,11847.0,A,12.0,415.9833333333333,4098.3009999999995
MODERNO,WT,2019009,W SNACKS,11853.0,A,12.0,415.9833333333333,2890.283
MODERNO,WT,2019009,W SNACKS,11916.0,A,12.0,415.9833333333333,3234.716000000001
MODERNO,WT,2019009,W SNACKS,12132.0,A,12.0,415.9833333333333,3189.7909999999997
MODERNO,WT,2019009,W SNACKS,12133.0,B-Regular,12.0,397.00833333333327,3277.7270000000003
MODERNO,WT,2019009,W SNACKS,60000.0,A,240.0,19.0,3804.599
MODERNO,WT,2019009,W SNACKS,60007.0,C-Regular,48.0,147.98333333333332,497.227
MODERNO,WT,2019009,W SNACKS,60015.0,A,140.0,71.99875000000002,5507.3189999999995
MODERNO,WT,2019009,W SNACKS,60020.0,C-Regular,48.0,147.98333333333332,126.08500000000002
MODERNO,WT,2019009,W SNACKS,60039.0,C-Regular,240.0,20.999583333333334,3142.4130000000005
MODERNO,WT,2019009,W SNACKS,60055.0,C-Regular,48.0,147.98333333333332,907.445
MODERNO,WT,2019009,W SNACKS,60057.0,B-Regular,60.0,100.01666666666664,1427.054
MODERNO,WT,2019009,W SNACKS,60058.0,B-Regular,60.0,100.01666666666664,1169.0069999999996
MODERNO,WT,2019009,W SNACKS,60059.0,A,80.0,49.498333333333335,8204.478999999998
MODERNO,WT,2019009,W SNACKS,60063.0,C-Regular,12.0,110.0,859.3009999999998
MODERNO,WT,2019009,W SNACKS,60065.0,C-Regular,12.0,105.00833333333333,1316.0069999999996
MODERNO,WT,2019009,W SNACKS,65000.0,A,120.0,39.99916666666667,6455.9659999999985
MODERNO,WT,2019009,W SNACKS,65002.0,A,120.0,37.00166666666667,8205.599
MODERNO,WT,2019009,W SNACKS,65004.0,B-Regular,120.0,37.00166666666667,1962.596
MODERNO,WT,2019009,W SNACKS,65005.0,A,120.0,39.99916666666667,3609.584
MODERNO,WT,2019009,W SNACKS,65007.0,A,60.0,32.99833333333333,7337.705
MODERNO,WT,2019009,W SNACKS,65013.0,A,240.0,24.000833333333336,4788.648999999999
MODERNO,WT,2019009,W SNACKS,65016.0,A,84.0,21.99861111111111,4437.06
MODERNO,WT,2019009,W SNACKS,65018.0,A,78.0,91.99652777777779,4135.2
MODERNO,WT,2019009,W SNACKS,65020.0,A,12.0,107.99166666666666,9645.588000000002
MODERNO,WT,2019009,W SNACKS,65021.0,A,12.0,107.99166666666666,7318.103999999998
MODERNO,WT,2019010,CEREAL,10001.0,C-Regular,50.0,30.0,12709.876999999995
MODERNO,WT,2019010,CEREAL,10006.0,B-Regular,14.0,125.0,16112.043999999996
MODERNO,WT,2019010,CEREAL,10015.0,A,21.0,490.00952380952384,19520.705
MODERNO,WT,2019010,CEREAL,10018.0,A,14.0,800.007142857143,346354.10799999995
MODERNO,WT,2019010,CEREAL,10072.0,B-Regular,8.0,590.0125,18616.195
MODERNO,WT,2019010,CEREAL,10200.0,B-Regular,50.0,38.002,26865.765000000007
MODERNO,WT,2019010,CEREAL,10218.0,A,24.0,650.0,384301.48299999995
MODERNO,WT,2019010,CEREAL,10233.0,B-Regular,21.0,450.00476190476195,5679.593000000002
MODERNO,WT,2019010,CEREAL,10246.0,C-Regular,14.0,90.00714285714285,8098.613000000001
MODERNO,WT,2019010,CEREAL,10300.0,C-Regular,50.0,35.0,9106.888
MODERNO,WT,2019010,CEREAL,10302.0,C-Regular,28.0,260.0071428571428,4724.8690000000015
MODERNO,WT,2019010,CEREAL,10304.0,B-Regular,24.0,700.0083333333333,9928.995
MODERNO,WT,2019010,CEREAL,10400.0,C-Regular,50.0,30.0,8682.255000000001
MODERNO,WT,2019010,CEREAL,10403.0,C-Regular,14.0,99.98571428571428,0.0
MODERNO,WT,2019010,CEREAL,10408.0,A,17.0,600.0008333333334,43182.074
MODERNO,WT,2019010,CEREAL,10500.0,C-Regular,50.0,24.992,13358.856000000002
MODERNO,WT,2019010,CEREAL,10503.0,C-Regular,14.0,90.00714285714285,7002.335999999999
MODERNO,WT,2019010,CEREAL,10505.0,C-Regular,28.0,179.9964285714286,4470.406
MODERNO,WT,2019010,CEREAL,10509.0,A,24.0,409.99166666666673,86815.82299999999
MODERNO,WT,2019010,CEREAL,10713.0,C-Regular,12.0,310.975,21121.670999999995
MODERNO,WT,2019010,CEREAL,10838.0,B-Regular,36.0,349.9972222222222,9109.802
MODERNO,WT,2019010,CEREAL,20002.0,B-Regular,21.0,490.00952380952384,36839.284
MODERNO,WT,2019010,CEREAL,20016.0,B-Regular,24.0,595.0,31915.287000000004
MODERNO,WT,2019010,CEREAL,20030.0,C-Regular,21.0,454.9952380952381,7061.1529999999975
MODERNO,WT,2019010,CEREAL,20031.0,B-Regular,28.0,464.9964285714285,9504.633000000002
MODERNO,WT,2019010,CEREAL,20043.0,C-Regular,20.0,775.01,1147.022
MODERNO,WT,2019010,CEREAL,20045.0,A,16.0,529.9937500000002,304709.43799999997
MODERNO,WT,2019010,CEREAL,20073.0,B-Regular,21.0,299.9952380952381,10098.909
MODERNO,WT,2019010,CEREAL,20076.0,A,21.0,420.0047619047619,53988.412
MODERNO,WT,2019010,CEREAL,20084.0,C-Regular,14.0,129.9857142857143,2083.709
MODERNO,WT,2019010,CEREAL,20085.0,C-Regular,24.0,309.9916666666667,13786.132
MODERNO,WT,2019010,CEREAL,20089.0,A,24.0,370.00000000000006,26906.607999999997
MODERNO,WT,2019010,CEREAL,20111.0,C-Regular,24.0,424.9958333333333,3733.2090000000017
MODERNO,WT,2019010,CEREAL,20112.0,C-Regular,24.0,409.99166666666673,6838.715999999999
MODERNO,WT,2019010,CEREAL,20135.0,C-Regular,24.0,340.00416666666666,11065.248
MODERNO,WT,2019010,CEREAL,20138.0,B-Regular,24.0,399.99166666666673,28943.777
MODERNO,WT,2019010,CEREAL,20156.0,A,16.0,650.0,134995.71199999997
MODERNO,WT,2019010,CEREAL,20177.0,C-Regular,24.0,379.9958333333333,6438.722999999999
MODERNO,WT,2019010,OTHERS,10706.0,A,27.0,251.74444444444444,4791.986
MODERNO,WT,2019010,OTHERS,10821.0,A,27.0,253.00370370370374,3873.277999999999
MODERNO,WT,2019010,SALTY,80000.0,A,14.0,123.99285714285715,1447.7599999999998
MODERNO,WT,2019010,SALTY,80007.0,A,14.0,123.99285714285715,1178.687
MODERNO,WT,2019010,SALTY,80014.0,A,14.0,123.99285714285715,1326.2379999999998
MODERNO,WT,2019010,SALTY,80024.0,A,12.0,37.00833333333333,1805.5970000000002
MODERNO,WT,2019010,SALTY,80025.0,A,12.0,39.99166666666667,1942.657
MODERNO,WT,2019010,SALTY,80026.0,A,12.0,39.99166666666667,1115.781
MODERNO,WT,2019010,W SNACKS,11838.0,A,12.0,399.99166666666673,2155.1910000000003
MODERNO,WT,2019010,W SNACKS,11847.0,A,12.0,415.9833333333333,1567.443
MODERNO,WT,2019010,W SNACKS,11853.0,A,12.0,415.9833333333333,1342.8049999999996
MODERNO,WT,2019010,W SNACKS,11876.0,C-Regular,80.0,62.55,1486.214
MODERNO,WT,2019010,W SNACKS,11916.0,A,12.0,415.9833333333333,1467.605
MODERNO,WT,2019010,W SNACKS,12132.0,A,12.0,415.9833333333333,1792.07
MODERNO,WT,2019010,W SNACKS,12133.0,B-Regular,12.0,397.00833333333327,1262.4969999999996
MODERNO,WT,2019010,W SNACKS,60000.0,A,240.0,19.0,2874.328
MODERNO,WT,2019010,W SNACKS,60007.0,C-Regular,48.0,147.98333333333332,0.0
MODERNO,WT,2019010,W SNACKS,60015.0,A,240.0,18.000000000000004,3572.682
MODERNO,WT,2019010,W SNACKS,60020.0,C-Regular,48.0,147.98333333333332,0.0
MODERNO,WT,2019010,W SNACKS,60039.0,C-Regular,240.0,20.999583333333334,2057.139
MODERNO,WT,2019010,W SNACKS,60055.0,C-Regular,48.0,147.98333333333332,0.0
MODERNO,WT,2019010,W SNACKS,60057.0,B-Regular,60.0,100.01666666666664,442.872
MODERNO,WT,2019010,W SNACKS,60058.0,B-Regular,60.0,100.01666666666664,454.88
MODERNO,WT,2019010,W SNACKS,60059.0,A,120.0,21.99916666666667,4261.739
MODERNO,WT,2019010,W SNACKS,60063.0,C-Regular,12.0,110.0,0.0
MODERNO,WT,2019010,W SNACKS,60065.0,C-Regular,12.0,105.00833333333333,0.0
MODERNO,WT,2019010,W SNACKS,65000.0,A,120.0,39.99916666666667,2553.592
MODERNO,WT,2019010,W SNACKS,65002.0,A,120.0,37.00166666666667,2752.9640000000004
MODERNO,WT,2019010,W SNACKS,65004.0,B-Regular,120.0,37.00166666666667,719.323
MODERNO,WT,2019010,W SNACKS,65005.0,A,120.0,39.99916666666667,4291.178
MODERNO,WT,2019010,W SNACKS,65007.0,A,60.0,32.99833333333333,3870.792
MODERNO,WT,2019010,W SNACKS,65013.0,A,240.0,24.000833333333336,2974.195
MODERNO,WT,2019010,W SNACKS,65016.0,A,84.0,21.99861111111111,1138.8729999999996
MODERNO,WT,2019010,W SNACKS,65018.0,A,78.0,91.99652777777779,1233.77
MODERNO,WT,2019010,W SNACKS,65020.0,A,12.0,107.99166666666666,7609.688
MODERNO,WT,2019010,W SNACKS,65021.0,A,12.0,107.99166666666666,4604.429
MODERNO,WT,2019011,CEREAL,10001.0,C-Regular,50.0,30.0,11094.333999999999
MODERNO,WT,2019011,CEREAL,10006.0,B-Regular,14.0,125.0,12340.847999999998
MODERNO,WT,2019011,CEREAL,10015.0,A,21.0,490.00952380952384,25993.306
MODERNO,WT,2019011,CEREAL,10018.0,A,15.0,780.0004464285713,927833.02
MODERNO,WT,2019011,CEREAL,10072.0,B-Regular,8.0,590.0125,0.0
MODERNO,WT,2019011,CEREAL,10200.0,B-Regular,50.0,38.002,13758.752
MODERNO,WT,2019011,CEREAL,10218.0,A,24.0,650.0,362624.536
MODERNO,WT,2019011,CEREAL,10233.0,B-Regular,21.0,450.00476190476195,7522.3899999999985
MODERNO,WT,2019011,CEREAL,10246.0,C-Regular,14.0,90.00714285714285,6093.806000000001
MODERNO,WT,2019011,CEREAL,10300.0,C-Regular,50.0,35.0,7766.4
MODERNO,WT,2019011,CEREAL,10302.0,C-Regular,28.0,260.0071428571428,5838.746999999999
MODERNO,WT,2019011,CEREAL,10304.0,B-Regular,24.0,700.0083333333333,12381.843
MODERNO,WT,2019011,CEREAL,10400.0,C-Regular,50.0,30.0,6471.19
MODERNO,WT,2019011,CEREAL,10408.0,A,17.0,600.0008333333334,15417.303000000005
MODERNO,WT,2019011,CEREAL,10500.0,C-Regular,50.0,24.992,11124.468
MODERNO,WT,2019011,CEREAL,10503.0,C-Regular,14.0,90.00714285714285,8196.900000000001
MODERNO,WT,2019011,CEREAL,10505.0,C-Regular,28.0,179.9964285714286,5800.9439999999995
MODERNO,WT,2019011,CEREAL,10509.0,A,24.0,429.99583333333334,85727.19199999998
MODERNO,WT,2019011,CEREAL,10713.0,C-Regular,12.0,310.975,15613.61
MODERNO,WT,2019011,CEREAL,10838.0,B-Regular,36.0,349.9972222222222,10117.806
MODERNO,WT,2019011,CEREAL,20002.0,B-Regular,21.0,490.00952380952384,27547.14
MODERNO,WT,2019011,CEREAL,20016.0,B-Regular,24.0,569.9958333333334,18577.475000000002
MODERNO,WT,2019011,CEREAL,20030.0,C-Regular,21.0,454.9952380952381,3286.918
MODERNO,WT,2019011,CEREAL,20031.0,B-Regular,28.0,464.9964285714285,2994.613
MODERNO,WT,2019011,CEREAL,20043.0,C-Regular,20.0,775.01,1240.0280000000002
MODERNO,WT,2019011,CEREAL,20045.0,A,16.0,529.9937500000002,169852.203
MODERNO,WT,2019011,CEREAL,20073.0,B-Regular,21.0,299.9952380952381,11201.4
MODERNO,WT,2019011,CEREAL,20076.0,A,21.0,420.0047619047619,34372.29700000001
MODERNO,WT,2019011,CEREAL,20084.0,C-Regular,14.0,129.9857142857143,60.054000000000016
MODERNO,WT,2019011,CEREAL,20085.0,C-Regular,24.0,309.9916666666667,788.6300000000001
MODERNO,WT,2019011,CEREAL,20089.0,A,24.0,370.00000000000006,25015.15
MODERNO,WT,2019011,CEREAL,20111.0,C-Regular,24.0,424.9958333333333,7160.415
MODERNO,WT,2019011,CEREAL,20112.0,C-Regular,24.0,409.99166666666673,12772.168000000001
